Date,Demographic_category,Administered_Dose1,Administered_Dose1_pct_known,Administered_Dose1_pct_US,Series_Complete_Yes,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup,Series_Complete_Pop_Pct_known,Series_Complete_Pop_Pct_US,Booster_Doses_Vax_pct_agegroup,Booster_Doses_Pop_Pct_known,Booster_Doses_Vax_Pct_US,Booster_Doses_Pop_Pct_known_Last14Days,Booster_Doses_Yes,Booster_Doses_Yes_Last14Days
12/3/21,Race_eth_NHAIAN,1564132,0.9,0.7,1298509,64.2,53.3,0.8,0.6,24.8,0.7,0.8,0.7,318840,64089
12/3/21,Sex_known,232521576,99.9,99.1,200456890,,,99.9,99.3,25.6,99.9,99.9,99.9,50982795,10995553
12/3/21,Ages_50-64_yrs,55702324,23.7,23.7,49608159,87.5,77.9,24.6,24.6,27.4,26.6,24.8,34.3,13572569,3775453
12/3/21,Ages_5-11_yrs,5159698,2.2,2.2,1572614,17.9,5.5,0.8,0.8,0,0,0,0,0,0
12/3/21,Ages_12-15_yrs,10120568,4.3,4.3,8558327,59.8,50.6,4.2,4.2,0.3,0,4.3,0,23691,2909
12/3/21,Ages_25-39_yrs,49673255,21.2,21.2,42733483,72.6,62.5,21.2,21.2,14.3,12,21.3,17.1,6111263,1880503
12/3/21,Ages_12-17_yrs,15641504,6.7,6.7,13363282,61.8,52.8,6.6,6.6,0.4,0.1,6.7,0.1,56887,11298
12/3/21,Race_eth_known,173847057,99.9,74.1,155925468,,,99.9,77.2,29.4,99.9,99.9,99.9,45380178,9803051
12/3/21,Age_unknown,24267,0,0,5785,,,0,0,0,0,0,0,0,0
12/3/21,Race_eth_Hispanic,34470568,19.8,14.7,29874019,54.1,46.9,19.2,14.8,16.4,10.7,19.2,13,4874526,1275493
12/3/21,Race_eth_NHAsian,11310399,6.5,4.8,10423236,59.5,54.9,6.7,5.2,30.4,6.9,6.7,8.4,3128012,822545
12/3/21,Race_eth_NHWhite,98138947,56.5,41.8,89375789,49.7,45.3,57.3,44.3,35,68.3,57.3,64.5,30973072,6322059
12/3/21,Age_known,234614670,99.9,99.9,201937078,,,99.9,99.9,25.5,99.9,99.9,99.9,51075824,11016456
12/3/21,Ages_75+_yrs,22073808,9.4,9.4,19320727,95,84.3,9.6,9.6,54,20.4,9.6,11.8,10434479,1299305
12/3/21,Race_eth_NHBlack,17377810,10,7.4,15253116,42.2,37,9.8,7.6,21.2,7.1,9.8,7.7,3219529,756914
12/3/21,Ages_65-74_yrs,32419858,13.8,13.8,28617919,95,89.8,14.2,14.2,49,27.4,14.3,17,14011255,1872883
12/3/21,Ages_<12yrs,5174689,2.2,2.2,1576691,10.7,3.3,0.8,0.8,0,0,0,0,0,0
12/3/21,Ages_<5yrs,10141,0,0,2834,0.1,0,0,0,0,0,0,0,0,0
12/3/21,Sex_Male,110835487,47.7,47.2,95129639,67.8,58.2,47.5,47.1,23.9,44.2,47.4,46.6,22547794,5118940
12/3/21,US,234638937,,100,201942863,70.7,60.8,,100,25.5,,100,,51075824,11016456
12/3/21,Race_eth_NHMult_Oth,10442278,6,4.5,9212638,95,95,5.9,4.6,30.5,6.1,5.9,5.5,2773623,540196
12/3/21,Ages_16-17_yrs,5520936,2.4,2.4,4804955,65.8,57.3,2.4,2.4,0.7,0.1,2.4,0.1,33196,8389
12/3/21,Sex_Female,121686089,52.3,51.9,105327251,72.2,62.5,52.5,52.2,27.2,55.8,52.6,53.4,28435001,5876613
12/3/21,Race_eth_unknown,60791848,35,25.9,46017314,,,29.5,22.8,12.4,12.6,29.6,12.4,5695646,1213405
12/3/21,Ages_18-24_yrs,21108219,9,9,17830359,69,58.3,8.8,8.8,6.9,2.4,8.9,4.7,1238727,515028
12/3/21,Race_eth_NHNHOPI,542923,0.3,0.2,488161,58.5,52.6,0.3,0.2,19.1,0.2,0.3,0.2,92576,21755
12/3/21,Ages_40-49_yrs,32821013,14,14,28886458,80.5,70.8,14.3,14.3,19.6,11.1,14.4,15.1,5650644,1661986
12/3/21,Sex_unknown,2117361,0.9,0.9,1485973,,,0.7,0.7,6.3,0.2,0.7,0.2,93029,20903
12/2/21,Race_eth_NHBlack,17336833,10,7.4,15219559,42.1,36.9,9.8,7.6,20.5,7.1,9.8,7.6,3117380,697476
12/2/21,Sex_known,232040053,99.9,99.1,199970599,,,99.9,99.3,24.9,99.9,99.9,99.9,49544556,10223486
12/2/21,Race_eth_NHNHOPI,541735,0.3,0.2,486697,58.3,52.4,0.3,0.2,18.6,0.2,0.3,0.2,89722,20354
12/2/21,Ages_5-11_yrs,5044382,2.2,2.2,1282775,17.5,4.5,0.6,0.6,0,0,0,0,0,0
12/2/21,Age_unknown,24202,0,0,5779,,,0,0,0,0,0,0,0,0
12/2/21,Ages_12-17_yrs,15620720,6.7,6.7,13337543,61.7,52.7,6.6,6.6,0.4,0.1,6.7,0.1,55319,10639
12/2/21,Race_eth_known,173481524,99.9,74.1,155523387,,,99.9,77.2,28.6,99.9,99.9,99.9,44099776,9121571
12/2/21,Race_eth_unknown,60669880,35,25.9,45931444,,,29.5,22.8,12.1,12.5,29.6,12.3,5534502,1120528
12/2/21,US,234151436,,100,201454912,70.5,60.7,,100,24.8,,100,,49634278,10242099
12/2/21,Ages_12-15_yrs,10104903,4.3,4.3,8537577,59.7,50.5,4.2,4.2,0.3,0,4.3,0,23153,2582
12/2/21,Ages_<5yrs,10048,0,0,2808,0.1,0,0,0,0,0,0,0,0,0
12/2/21,Sex_Male,110606551,47.7,47.2,94890005,67.7,58.1,47.5,47.1,23.2,44.2,47.4,46.7,21904264,4774334
12/2/21,Race_eth_NHAsian,11278926,6.5,4.8,10384912,59.4,54.7,6.7,5.2,29.4,6.8,6.7,8.5,3019266,771671
12/2/21,Ages_25-39_yrs,49570740,21.2,21.2,42679933,72.5,62.4,21.2,21.2,13.7,11.8,21.3,16.9,5836905,1728565
12/2/21,Ages_75+_yrs,22051532,9.4,9.4,19311952,95,84.3,9.6,9.6,53.3,20.7,9.6,12,10295831,1224993
12/2/21,Ages_40-49_yrs,32762454,14,14,28855703,80.3,70.7,14.3,14.3,18.7,10.9,14.4,14.9,5405913,1528544
12/2/21,Race_eth_NHMult_Oth,10422827,6,4.5,9183149,95,95,5.9,4.6,29.7,6.1,5.9,5.5,2702836,502622
12/2/21,Ages_18-24_yrs,21070335,9,9,17808982,68.9,58.2,8.8,8.8,6.6,2.4,8.9,4.7,1174528,478304
12/2/21,Age_known,234127234,99.9,99.9,201449133,,,99.9,99.9,24.8,99.9,99.9,99.9,49634278,10242099
12/2/21,Ages_16-17_yrs,5515817,2.4,2.4,4799966,65.7,57.2,2.4,2.4,0.7,0.1,2.4,0.1,32166,8057
12/2/21,Race_eth_NHWhite,97960103,56.5,41.8,89167295,49.6,45.2,57.3,44.3,34.1,68.4,57.3,64.6,30167972,5895510
12/2/21,Sex_unknown,2111383,0.9,0.9,1484313,,,0.7,0.7,6.1,0.2,0.7,0.2,89722,18613
12/2/21,Sex_Female,121433502,52.3,51.9,105080594,72,62.3,52.5,52.2,26.5,55.8,52.6,53.3,27640292,5449152
12/2/21,Ages_65-74_yrs,32384290,13.8,13.8,28603153,95,89.7,14.2,14.2,48.2,27.8,14.3,17.2,13799006,1764592
12/2/21,Ages_50-64_yrs,55607906,23.8,23.7,49565062,87.4,77.9,24.6,24.6,26.4,26.3,24.8,34.2,13066776,3506462
12/2/21,Race_eth_NHAIAN,1559101,0.9,0.7,1294286,64,53.1,0.8,0.6,24.2,0.7,0.8,0.7,311017,59653
12/2/21,Race_eth_Hispanic,34381999,19.8,14.7,29787489,53.9,46.7,19.2,14.8,15.8,10.6,19.2,12.9,4691583,1174285
12/2/21,Ages_<12yrs,5059257,2.2,2.2,1286805,10.4,2.7,0.6,0.6,0,0,0,0,0,0
12/1/21,Race_eth_NHBlack,17296888,10,7.4,15190112,42,36.9,9.8,7.6,19.9,7,9.8,7.5,3019690,681769
12/1/21,Ages_40-49_yrs,32710649,14,14,28830125,80.2,70.7,14.3,14.3,18.1,10.8,14.4,14.9,5209404,1523101
12/1/21,Race_eth_unknown,60554689,35,25.9,45861030,,,29.5,22.8,11.8,12.5,29.6,12.2,5383469,1114904
12/1/21,Sex_unknown,2106635,0.9,0.9,1483016,,,0.7,0.7,5.9,0.2,0.7,0.2,86845,18919
12/1/21,Age_unknown,24136,0,0,5771,,,0,0,0,0,0,0,0,0
12/1/21,Ages_5-11_yrs,4948093,2.1,2.1,1064822,17.2,3.7,0.5,0.5,0,0,0,0,0,0
12/1/21,Race_eth_NHMult_Oth,10405980,6,4.5,9160507,95,95,5.9,4.6,29,6.1,5.9,5.5,2639902,499366
12/1/21,Ages_18-24_yrs,21033817,9,9,17789495,68.8,58.2,8.8,8.8,6.3,2.3,8.9,4.6,1121297,465103
12/1/21,Ages_12-15_yrs,10091338,4.3,4.3,8522157,59.7,50.4,4.2,4.2,0.3,0,4.3,0,22831,2537
12/1/21,Ages_<12yrs,4962847,2.1,2.1,1068829,10.2,2.2,0.5,0.5,0,0,0,0,0,0
12/1/21,Race_eth_known,173148077,99.9,74.1,155201943,,,99.9,77.2,27.8,99.9,99.9,99.9,42945723,9106796
12/1/21,Ages_<5yrs,9948,0,0,2791,0.1,0,0,0,0,0,0,0,0,0
12/1/21,Sex_Male,110392395,47.7,47.2,94696514,67.5,57.9,47.4,47.1,22.6,44.1,47.4,46.2,21297438,4718646
12/1/21,Sex_Female,121203767,52.3,51.9,104883524,71.9,62.2,52.6,52.2,25.8,55.9,52.6,53.8,26944909,5484135
12/1/21,Ages_65-74_yrs,32345821,13.8,13.8,28588281,95,89.7,14.2,14.2,47.5,28.1,14.3,17.5,13573021,1789110
12/1/21,US,233702797,,100,201063054,70.4,60.6,,100,24.2,,100,,48329192,10221700
12/1/21,Ages_25-39_yrs,49476052,21.2,21.2,42633215,72.3,62.3,21.2,21.2,13.2,11.6,21.3,16.8,5612196,1713755
12/1/21,Race_eth_Hispanic,34305063,19.8,14.7,29720509,53.8,46.6,19.1,14.8,15.3,10.6,19.2,12.6,4533822,1149285
12/1/21,Race_eth_NHAIAN,1554550,0.9,0.7,1291500,63.8,53,0.8,0.6,23.6,0.7,0.8,0.7,303060,59310
12/1/21,Ages_50-64_yrs,55521161,23.8,23.8,49528257,87.2,77.8,24.6,24.6,25.5,26.1,24.8,34.1,12624491,3482625
12/1/21,Ages_75+_yrs,22026124,9.4,9.4,19301622,95,84.3,9.6,9.6,52.5,21,9.7,12.1,10134551,1237370
12/1/21,Sex_known,231596162,99.9,99.1,199580038,,,99.9,99.3,24.3,99.9,99.9,99.9,48242347,10202781
12/1/21,Age_known,233678661,99.9,99.9,201057283,,,99.9,99.9,24.2,99.9,99.9,99.9,48329192,10221700
12/1/21,Race_eth_NHWhite,97790334,56.5,41.8,88993288,49.6,45.1,57.3,44.3,33.3,68.5,57.3,65.1,29430300,5927921
12/1/21,Race_eth_NHAsian,11255305,6.5,4.8,10360483,59.3,54.5,6.7,5.2,28.5,6.8,6.7,8.4,2931979,769097
12/1/21,Ages_12-17_yrs,15602190,6.7,6.7,13317459,61.7,52.6,6.6,6.6,0.4,0.1,6.7,0.1,54232,10636
12/1/21,Race_eth_NHNHOPI,539957,0.3,0.2,485544,58.1,52.3,0.3,0.2,18,0.2,0.3,0.2,86970,20048
12/1/21,Ages_16-17_yrs,5510852,2.4,2.4,4795302,65.7,57.2,2.4,2.4,0.7,0.1,2.4,0.1,31401,8099
11/30/21,Race_eth_NHNHOPI,537645,0.3,0.2,484341,57.9,52.2,0.3,0.2,17.5,0.2,0.3,0.2,84381,19434
11/30/21,Race_eth_NHWhite,97612447,56.5,41.9,88811339,49.5,45,57.3,44.3,32.5,68.6,57.3,65.4,28706924,5861988
11/30/21,Race_eth_NHAsian,11231229,6.5,4.8,10335992,59.1,54.4,6.7,5.2,27.7,6.8,6.7,8.4,2847542,750650
11/30/21,US,233242881,,100,200656663,70.3,60.4,,100,23.6,,100,,47065830,10059125
11/30/21,Ages_50-64_yrs,55433832,23.8,23.8,49491802,87.1,77.7,24.7,24.7,24.6,25.9,24.8,33.6,12193711,3381073
11/30/21,Sex_Female,120969000,52.3,51.9,104680465,71.8,62.1,52.6,52.2,25.2,55.9,52.6,54,26277359,5422375
11/30/21,Sex_known,231141213,99.9,99.1,199174946,,,99.9,99.3,23.7,99.9,99.9,99.9,46981967,10040536
11/30/21,Ages_25-39_yrs,49381600,21.2,21.2,42585482,72.2,62.3,21.2,21.2,12.7,11.5,21.3,16.5,5403306,1658407
11/30/21,Age_unknown,24077,0,0,5766,,,0,0,0,0,0,0,0,0
11/30/21,Ages_40-49_yrs,32659229,14,14,28804831,80.1,70.6,14.4,14.4,17.4,10.7,14.4,14.7,5023604,1474493
11/30/21,Ages_5-11_yrs,4841565,2.1,2.1,832650,16.8,2.9,0.4,0.4,0,0,0,0,0,0
11/30/21,Race_eth_NHMult_Oth,10388845,6,4.5,9137456,95,95,5.9,4.6,28.4,6.2,5.9,5.4,2577923,487664
11/30/21,Age_known,233218804,99.9,99.9,200650897,,,99.9,99.9,23.6,99.9,99.9,99.9,47065830,10059125
11/30/21,Sex_Male,110172213,47.7,47.2,94494481,67.4,57.8,47.4,47.1,22,44.1,47.4,46,20704608,4618161
11/30/21,Ages_12-15_yrs,10077450,4.3,4.3,8507260,59.6,50.3,4.2,4.2,0.3,0,4.3,0,22511,2431
11/30/21,Ages_<12yrs,4856184,2.1,2.1,836629,10,1.7,0.4,0.4,0,0,0,0,0,0
11/30/21,Race_eth_unknown,60440271,35,25.9,45789144,,,29.6,22.8,11.5,12.5,29.6,12.3,5239042,1100344
11/30/21,Race_eth_known,172802579,99.9,74.1,154867438,,,99.9,77.2,27.1,99.9,99.9,99.9,41826788,8958781
11/30/21,Ages_75+_yrs,22000219,9.4,9.4,19291548,95,84.2,9.6,9.6,51.7,21.2,9.7,12.6,9973843,1271147
11/30/21,Race_eth_NHAIAN,1548705,0.9,0.7,1286438,63.6,52.8,0.8,0.6,23,0.7,0.8,0.6,294498,58223
11/30/21,Ages_16-17_yrs,5505554,2.4,2.4,4790760,65.6,57.1,2.4,2.4,0.6,0.1,2.4,0.1,30660,7950
11/30/21,Race_eth_Hispanic,34226720,19.8,14.7,29650736,53.7,46.5,19.1,14.8,14.9,10.5,19.2,12.4,4387234,1114656
11/30/21,Sex_unknown,2101668,0.9,0.9,1481717,,,0.7,0.7,5.7,0.2,0.7,0.2,83863,18589
11/30/21,Race_eth_NHBlack,17256988,10,7.4,15161136,41.9,36.8,9.8,7.6,19.4,7,9.8,7.4,2928286,666166
11/30/21,Ages_18-24_yrs,20997866,9,9,17769702,68.7,58.1,8.9,8.9,6,2.3,8.9,4.4,1072800,447110
11/30/21,Ages_12-17_yrs,15583004,6.7,6.7,13298020,61.6,52.6,6.6,6.6,0.4,0.1,6.7,0.1,53171,10381
11/30/21,Ages_<5yrs,9833,0,0,2769,0,0,0,0,0,0,0,0,0,0
11/30/21,Ages_65-74_yrs,32306870,13.9,13.9,28572883,95,89.6,14.2,14.2,46.7,28.4,14.3,18.1,13345395,1816514
11/29/21,Age_unknown,24023,0,0,5758,,,0,0,0,0,0,0,0,0
11/29/21,Ages_50-64_yrs,55358268,23.8,23.8,49456266,87,77.7,24.7,24.7,23.9,25.7,24.8,33.1,11816818,3315111
11/29/21,Race_eth_unknown,60330603,35,25.9,45717755,,,29.6,22.8,11.2,12.5,29.6,12.2,5102976,1091053
11/29/21,Ages_65-74_yrs,32271550,13.9,13.9,28558382,95,89.6,14.3,14.3,46,28.6,14.3,18.6,13129248,1861608
11/29/21,Ages_18-24_yrs,20967168,9,9,17749967,68.6,58,8.9,8.9,5.8,2.3,8.9,4.4,1033998,435993
11/29/21,Sex_unknown,2097016,0.9,0.9,1480422,,,0.7,0.7,5.5,0.2,0.7,0.2,81383,18720
11/29/21,Ages_12-17_yrs,15564089,6.7,6.7,13279404,61.5,52.5,6.6,6.6,0.4,0.1,6.7,0.1,52256,10223
11/29/21,Race_eth_NHNHOPI,536649,0.3,0.2,483291,57.8,52,0.3,0.2,17.1,0.2,0.3,0.2,82331,19383
11/29/21,Sex_Female,120760144,52.3,51.9,104485551,71.6,62,52.6,52.2,24.7,56,52.6,54.2,25684971,5414991
11/29/21,Race_eth_NHAsian,11211242,6.5,4.8,10314138,59,54.3,6.7,5.2,27.1,6.8,6.7,8.4,2777085,746159
11/29/21,Race_eth_NHBlack,17222279,10,7.4,15133748,41.8,36.7,9.8,7.6,18.8,7,9.8,7.4,2846520,659860
11/29/21,Race_eth_known,172505069,99.9,74.1,154549792,,,99.9,77.2,26.5,99.9,99.9,99.9,40847166,8924269
11/29/21,Ages_<5yrs,9743,0,0,2741,0,0,0,0,0,0,0,0,0,0
11/29/21,Race_eth_NHAIAN,1544432,0.9,0.7,1282818,63.4,52.7,0.8,0.6,22.4,0.7,0.8,0.7,286863,58836
11/29/21,Ages_25-39_yrs,49302848,21.2,21.2,42538259,72.1,62.2,21.2,21.2,12.3,11.4,21.3,16.3,5233781,1628464
11/29/21,Sex_known,230738687,99.9,99.1,198787206,,,99.9,99.3,23.1,99.9,99.9,99.9,45868759,9996602
11/29/21,Sex_Male,109978543,47.7,47.2,94301655,67.3,57.7,47.4,47.1,21.5,44,47.4,45.8,20183788,4581611
11/29/21,Ages_5-11_yrs,4742797,2,2,614264,16.5,2.1,0.3,0.3,0,0,0,0,0,0
11/29/21,Race_eth_Hispanic,34156677,19.8,14.7,29585520,53.6,46.4,19.1,14.8,14.4,10.4,19.1,12.3,4256719,1093512
11/29/21,Race_eth_NHWhite,97461081,56.5,41.9,88635299,49.4,44.9,57.4,44.3,31.8,68.7,57.3,65.7,28075032,5864919
11/29/21,Ages_16-17_yrs,5500435,2.4,2.4,4786311,65.6,57.1,2.4,2.4,0.6,0.1,2.4,0.1,29996,7836
11/29/21,Ages_12-15_yrs,10063654,4.3,4.3,8493093,59.5,50.2,4.2,4.2,0.3,0,4.3,0,22260,2387
11/29/21,Age_known,232811680,99.9,99.9,200261870,,,99.9,99.9,23,99.9,99.9,99.9,45950142,10015322
11/29/21,Race_eth_NHMult_Oth,10372709,6,4.5,9114978,95,95,5.9,4.6,27.8,6.2,5.9,5.4,2522616,481600
11/29/21,Ages_<12yrs,4757307,2,2,618208,9.8,1.3,0.3,0.3,0,0,0,0,0,0
11/29/21,Ages_75+_yrs,21975612,9.4,9.4,19281619,95,84.2,9.6,9.6,50.9,21.4,9.7,13.2,9816259,1317058
11/29/21,US,232835703,,100,200267628,70.1,60.3,,100,23,,100,,45950142,10015322
11/29/21,Ages_40-49_yrs,32614838,14,14,28779765,80,70.6,14.4,14.4,16.9,10.6,14.4,14.4,4867782,1446865
11/28/21,Race_eth_NHBlack,17192744,10,7.4,15108393,41.7,36.7,9.8,7.6,18.4,7,9.8,7.4,2782524,668015
11/28/21,Age_known,232455486,99.9,99.9,199903093,,,99.9,99.9,22.6,99.9,99.9,99.9,45011157,10095740
11/28/21,Race_eth_known,172244935,99.9,74.1,154253519,,,99.9,77.2,26,99.9,99.9,99.9,40017214,8995610
11/28/21,Race_eth_NHMult_Oth,10358385,6,4.5,9094604,95,95,5.9,4.5,27.3,6.2,5.9,5.4,2476193,482488
11/28/21,Ages_5-11_yrs,4657928,2,2,417983,16.2,1.5,0.2,0.2,0,0,0,0,0,0
11/28/21,Ages_12-17_yrs,15548839,6.7,6.7,13262091,61.4,52.4,6.6,6.6,0.4,0.1,6.6,0.1,51543,10119
11/28/21,Ages_65-74_yrs,32240569,13.9,13.9,28545111,95,89.5,14.3,14.3,45.3,28.8,14.3,19.2,12944353,1934907
11/28/21,Ages_12-15_yrs,10052624,4.3,4.3,8479851,59.4,50.1,4.2,4.2,0.3,0,4.3,0,22073,2377
11/28/21,Ages_18-24_yrs,20940616,9,9,17730667,68.5,58,8.9,8.9,5.7,2.2,8.9,4.3,1002454,429367
11/28/21,US,232479457,,100,199908844,70,60.2,,100,22.6,,100,,45011157,10095740
11/28/21,Ages_75+_yrs,21955317,9.4,9.4,19273240,95,84.1,9.6,9.6,50.3,21.5,9.7,13.8,9686995,1389389
11/28/21,Race_eth_Hispanic,34099245,19.8,14.7,29524775,53.5,46.3,19.1,14.8,14.1,10.4,19.1,12.2,4151918,1093650
11/28/21,Ages_40-49_yrs,32575656,14,14,28755618,79.9,70.5,14.4,14.4,16.5,10.5,14.4,14.2,4739225,1434256
11/28/21,Race_eth_unknown,60234491,35,25.9,45655244,,,29.6,22.8,11,12.5,29.6,12.2,4993943,1100130
11/28/21,Age_unknown,23971,0,0,5751,,,0,0,0,0,0,0,0,0
11/28/21,Ages_<12yrs,4672339,2,2,421879,9.6,0.9,0.2,0.2,0,0,0,0,0,0
11/28/21,Ages_25-39_yrs,49231640,21.2,21.2,42492064,72,62.1,21.3,21.3,12,11.3,21.3,16,5090766,1612456
11/28/21,Race_eth_NHAIAN,1540744,0.9,0.7,1279873,63.3,52.6,0.8,0.6,22,0.7,0.8,0.7,281215,60193
11/28/21,Race_eth_NHAsian,11193475,6.5,4.8,10295391,58.9,54.2,6.7,5.2,26.5,6.8,6.7,8.3,2713782,746565
11/28/21,Race_eth_NHNHOPI,535793,0.3,0.2,482223,57.7,51.9,0.3,0.2,16.7,0.2,0.3,0.2,80551,19435
11/28/21,Ages_50-64_yrs,55290510,23.8,23.8,49422423,86.9,77.6,24.7,24.7,23.3,25.5,24.8,32.5,11495821,3285246
11/28/21,Sex_Male,109808708,47.7,47.2,94124711,67.2,57.6,47.4,47.1,21,44,47.4,45.7,19747859,4603703
11/28/21,Sex_known,230386301,99.9,99.1,198429686,,,99.9,99.3,22.7,99.9,99.9,99.9,44931563,10076576
11/28/21,Ages_16-17_yrs,5496215,2.4,2.4,4782240,65.5,57,2.4,2.4,0.6,0.1,2.4,0.1,29470,7742
11/28/21,Sex_Female,120577593,52.3,51.9,104304975,71.5,61.9,52.6,52.2,24.2,56,52.6,54.3,25183704,5472873
11/28/21,Race_eth_NHWhite,97324549,56.5,41.9,88468260,49.3,44.8,57.4,44.3,31.2,68.8,57.4,65.9,27531031,5925264
11/28/21,Sex_unknown,2093156,0.9,0.9,1479158,,,0.7,0.7,5.4,0.2,0.7,0.2,79594,19164
11/28/21,Ages_<5yrs,9670,0,0,2708,0,0,0,0,0,0,0,0,0,0
11/27/21,Race_eth_NHBlack,17182089,10,7.4,15099548,41.7,36.6,9.8,7.6,18.3,7,9.8,7.5,2765920,714186
11/27/21,Race_eth_NHNHOPI,535525,0.3,0.2,481918,57.7,51.9,0.3,0.2,16.6,0.2,0.3,0.2,80017,20683
11/27/21,Race_eth_unknown,60201679,35,25.9,45632766,,,29.6,22.8,10.9,12.5,29.6,12.3,4967013,1173353
11/27/21,Ages_75+_yrs,21950338,9.4,9.4,19271637,95,84.1,9.6,9.6,50.2,21.6,9.7,14.4,9665162,1543831
11/27/21,Ages_65-74_yrs,32231341,13.9,13.9,28541845,95,89.5,14.3,14.3,45.2,28.9,14.3,19.9,12905385,2135146
11/27/21,Race_eth_NHAIAN,1539453,0.9,0.7,1278765,63.2,52.5,0.8,0.6,21.9,0.7,0.8,0.7,279628,63905
11/27/21,Race_eth_NHMult_Oth,10353222,6,4.5,9086273,95,95,5.9,4.5,27.2,6.2,5.9,5.4,2462957,512231
11/27/21,Race_eth_known,172134475,99.9,74.1,154129800,,,99.9,77.2,25.8,99.9,99.9,99.9,39747012,9541068
11/27/21,Sex_known,230243429,99.9,99.1,198283779,,,99.9,99.3,22.5,99.9,99.9,99.9,44634672,10693682
11/27/21,Race_eth_NHWhite,97265259,56.5,41.9,88397150,49.3,44.8,57.4,44.3,31,68.8,57.4,66,27354273,6299156
11/27/21,Race_eth_Hispanic,34075252,19.8,14.7,29501016,53.4,46.3,19.1,14.8,14,10.4,19.1,12.1,4117380,1150639
11/27/21,Ages_12-17_yrs,15542468,6.7,6.7,13255275,61.4,52.4,6.6,6.6,0.4,0.1,6.6,0.1,51208,10399
11/27/21,Ages_50-64_yrs,55263080,23.8,23.8,49411408,86.8,77.6,24.7,24.7,23,25.5,24.8,32.1,11387528,3438243
11/27/21,Sex_unknown,2092756,0.9,0.9,1478868,,,0.7,0.7,5.4,0.2,0.7,0.2,79353,20739
11/27/21,Ages_16-17_yrs,5494411,2.4,2.4,4780643,65.5,57,2.4,2.4,0.6,0.1,2.4,0.1,29211,7935
11/27/21,Ages_<12yrs,4637825,2,2,329937,9.6,0.7,0.2,0.2,0,0,0,0,0,0
11/27/21,Ages_25-39_yrs,49199902,21.2,21.2,42475994,71.9,62.1,21.3,21.3,11.8,11.3,21.3,15.5,5030349,1664496
11/27/21,Age_known,232312217,99.9,99.9,199756896,,,99.9,99.9,22.4,99.9,99.9,99.9,44714025,10714421
11/27/21,Race_eth_NHAsian,11183675,6.5,4.8,10285130,58.9,54.1,6.7,5.1,26.2,6.8,6.7,8.2,2686837,780268
11/27/21,Sex_Female,120503607,52.3,51.9,104231875,71.5,61.8,52.6,52.2,24,56.1,52.6,54.4,25022284,5814758
11/27/21,US,232336185,,100,199762647,70,60.2,,100,22.4,,100,,44714025,10714421
11/27/21,Age_unknown,23968,0,0,5751,,,0,0,0,0,0,0,0,0
11/27/21,Ages_18-24_yrs,20928720,9,9,17723680,68.4,57.9,8.9,8.9,5.6,2.2,8.9,4.1,985696,433939
11/27/21,Ages_5-11_yrs,4623450,2,2,326052,16.1,1.1,0.2,0.2,0,0,0,0,0,0
11/27/21,Ages_<5yrs,9638,0,0,2701,0,0,0,0,0,0,0,0,0,0
11/27/21,Ages_12-15_yrs,10048057,4.3,4.3,8474632,59.4,50.1,4.2,4.2,0.3,0,4.2,0,21997,2464
11/27/21,Sex_Male,109739822,47.7,47.2,94051904,67.1,57.5,47.4,47.1,20.9,43.9,47.4,45.6,19612388,4878924
11/27/21,Ages_40-49_yrs,32558543,14,14,28747120,79.8,70.5,14.4,14.4,16.3,10.5,14.4,13.9,4688697,1488367
11/26/21,Ages_<12yrs,4572882,2,2,214645,9.4,0.4,0.1,0.1,0,0,0,0,0,0
11/26/21,Ages_25-39_yrs,49157507,21.2,21.2,42452543,71.9,62.1,21.3,21.3,11.6,11.2,21.3,15.4,4941851,1622987
11/26/21,Age_unknown,23959,0,0,5750,,,0,0,0,0,0,0,0,0
11/26/21,Ages_18-24_yrs,20911116,9,9,17713662,68.4,57.9,8.9,8.9,5.4,2.2,8.9,3.9,954786,412719
11/26/21,Ages_40-49_yrs,32534231,14,14,28734287,79.8,70.4,14.4,14.4,16,10.4,14.4,13.8,4608184,1451254
11/26/21,Sex_Female,120389648,52.3,51.9,104132465,71.4,61.8,52.6,52.2,23.8,56.1,52.6,54.4,24763099,5711732
11/26/21,Ages_5-11_yrs,4558544,2,2,210787,15.9,0.7,0.1,0.1,0,0,0,0,0,0
11/26/21,Race_eth_known,171965722,99.9,74.1,153964986,,,99.9,77.2,25.6,99.9,99.9,99.9,39322584,9366301
11/26/21,Ages_12-17_yrs,15532118,6.7,6.7,13244282,61.4,52.3,6.6,6.6,0.4,0.1,6.6,0.1,50587,10104
11/26/21,Ages_50-64_yrs,55223043,23.8,23.8,49394286,86.7,77.6,24.8,24.8,22.7,25.4,24.8,31.9,11217570,3356819
11/26/21,Ages_16-17_yrs,5491881,2.4,2.4,4778310,65.5,57,2.4,2.4,0.6,0.1,2.4,0.1,28722,7686
11/26/21,Age_known,232090839,99.9,99.9,199559470,,,99.9,99.9,22.2,99.9,99.9,99.9,44243820,10520465
11/26/21,Sex_known,230022793,99.9,99.1,198086732,,,99.9,99.3,22.3,99.9,99.9,99.9,44164971,10499966
11/26/21,US,232114798,,100,199565220,69.9,60.1,,100,22.2,,100,,44243820,10520465
